Ticker,Horizon,Mode,n,relQLIKE_MF2,relQLIKE_MF2V,relRMSE_MF2,relRMSE_MF2V,dbar_QL,dbar_SE,J_HAC,DM_iid_QL,DM_HAC_QL,DM_HLN_QL,p_HLN_QL,p_boot_QL,DM_iid_SE,DM_HAC_SE,DM_HLN_SE,p_HLN_SE,p_boot_SE
XLI,1m,unfiltered,127,0.92174702222357,0.922320570765146,0.908252252633706,0.906081688900355,-0.0026342907548455,27.0927009816084,4,-0.959070530049197,-0.897078541054033,-0.8935397558947,0.813364149433137,0.8433,0.385887313106722,0.731468429344067,0.728582941057565,0.233804399383947,0.1057
XLI,2m,unfiltered,127,0.976463866795014,0.98246438659382,0.981785345964403,0.981699265774363,-0.0276129374822302,1.1666799782273,4,-1.10952842582686,-1.04129187020185,-1.02898498081039,0.847271017843306,0.9262,0.0319811663606454,0.0463807121423482,0.0458325447067162,0.481758140024129,0.5244
XLI,3m,unfiltered,127,0.997550421490741,1.00592046899742,0.986397081827215,0.987808233604618,-0.0385764034199193,-19.2428091424008,4,-1.17174564205138,-1.0361586754589,-1.0157536596101,0.844153396689116,0.9244,-0.79965172779671,-0.629515344573253,-0.617118333490573,0.730864872571268,0.7953
XLI,4m,unfiltered,127,0.989552677284568,0.999139657870353,0.98948637758572,0.991269309868582,-0.044219364099107,-24.435903218961,4,-1.18914440194343,-0.997429329136169,-0.969933170081296,0.833030994215291,0.9156,-0.658408589537392,-0.580283918503643,-0.564287217329857,0.713219104910975,0.7838
XLI,5m,unfiltered,127,0.986988300061472,0.997213406801017,0.988656023273307,0.99111846623016,-0.0471478813923371,-33.700297247973,4,-1.19350137852798,-0.984723709915937,-0.949824012916576,0.827990009699109,0.9106,-0.829772277777702,-0.687962173086421,-0.663580033054688,0.745914269749724,0.8087
XLI,6m,unfiltered,127,0.987678593737055,0.998236090944784,0.988592172949757,0.991500386591191,-0.0486765081735468,-39.757392805273,5,-1.24927885961315,-1.00435266779222,-0.960848943683015,0.830765807950898,0.9138,-0.901067379297686,-0.725320314391402,-0.693902928984888,0.755489794263873,0.818
XLI,7m,unfiltered,127,0.983224876298433,0.994270677899087,0.986799658768915,0.990339885758388,-0.0509368239540265,-48.2796039081049,6,-1.30418458070291,-1.03380452530429,-0.980884825852104,0.83573540007323,0.9183,-1.03084973932919,-0.818460753270961,-0.776564344408021,0.780564394000814,0.8498
XLI,8m,unfiltered,127,0.982837132382164,0.99328450888072,0.98693449863216,0.990280839980815,-0.0482123550819857,-45.6333026008764,7,-1.26573813074765,-0.994309304203556,-0.935582061222669,0.824360964818327,0.9087,-1.00394637953942,-0.787347212149606,-0.740843844593098,0.769916730209853,0.8376
XLK,1d,filtered,70,0.692440363883812,0.691099790269029,1.0309502939005,1.03440725739022,0.00200667387730547,-0.0747129538416115,3,0.526604387511974,0.659920404033062,0.655189730824831,0.257262032003131,0.249,-1.45205018424252,-1.44541682872838,-1.43505528417755,0.922105606703338,0.9472
XLK,5d,filtered,70,0.912331628685648,0.911177007825889,1.13469948311492,1.12765746449909,0.00348389073493659,1.27252581628729,3,1.15533016891687,1.40469024884185,1.39462065486438,0.083802085831008,0.0948,1.8387936607092,2.05002303588352,2.03532734077719,0.0228304127909382,0.0015
XLK,10d,filtered,70,0.950676326197666,0.949136465835872,1.16641996007983,1.13695974390577,0.00557388595759373,11.9958568467122,3,2.03381751750064,2.13947160376637,2.12413469202088,0.018622516509148,0.038,2.723211120978,2.58767397054214,2.56912409717973,0.00618051488931837,0.0005
XLK,15d,filtered,70,0.961433763046912,0.959156302780916,1.29989245333076,1.24553690236267,0.00906008015249766,39.5319565403875,3,3.89633633998581,3.61249173781405,3.58659540581009,0.000310572010390642,0.0018,2.82498970323737,2.54720413094532,2.52894436770037,0.00686528899539662,0.0005
XLK,1m,filtered,70,0.967004305451616,0.964760851508886,1.21566818024388,1.14347697715387,0.00968959061739802,87.7194986857306,3,3.13623954469246,2.94089849208303,2.91981651065072,0.00236366599385385,0.0034,2.88935991778237,2.59936378970147,2.58073011727183,0.00599456051999603,0.0006
XLK,2m,filtered,70,0.986527142154782,0.982401532387888,1.19380982948738,1.05598387785039,0.0176566983806148,150.582268823481,3,2.94338458845759,2.64246244189575,2.58576935991247,0.00591541013961527,0.0143,3.65777583423781,2.81192165296976,2.75159288451696,0.00378486470903661,0.0012
XLK,3m,filtered,70,0.989380832693904,0.985061381366717,1.15090863866202,1.02962770273927,0.0186681980103621,155.50512827362,3,2.3055023064978,1.95865007543856,1.88864647017967,0.0315715503344508,0.0696,3.3829657998675,2.64964383203286,2.5549435978153,0.0064147961852542,0.0018
XLK,4m,filtered,70,0.991549414619127,0.986968964401037,1.12965441110638,1.00986903606441,0.0198247855425814,149.372213866079,3,2.17296926445299,1.68938615622664,1.60487148294718,0.0565448716875616,0.1074,3.13922087533693,2.57049057091116,2.44189701640156,0.00858874029133705,0.0039
